NUM_AUTORIZACION_TC,IND_ANOMALA_SVM,IND_ANOMALA_GN
908206,[-1],ALTA
810474,[-1],MEDIA
891592,[-1],MEDIA
859528,[-1],ALTA
815961,[-1],MEDIA
836212,[-1],MEDIA
929793,[-1],MEDIA
848474,[-1],ALTA
837154,[-1],MEDIA
932438,[-1],MEDIA
932685,[-1],MEDIA
913267,[-1],MEDIA
889738,[-1],MEDIA
810279,[-1],MEDIA
868453,[-1],ALTA
890423,[-1],MEDIA
901693,[-1],ALTA
891631,[-1],MEDIA
913368,[-1],ALTA
808587,[-1],ALTA
836925,[-1],MEDIA
839705,[-1],MEDIA
840934,[-1],MEDIA
908884,[-1],MEDIA
857567,[-1],ALTA
916921,[-1],ALTA
916942,[-1],ALTA
814663,[-1],MEDIA
891570,[-1],MEDIA
824469,[-1],MEDIA
888846,[-1],MEDIA
834281,[-1],ALTA
834287,[-1],ALTA
854601,[-1],ALTA
836134,[-1],MEDIA
836507,[-1],MEDIA
851425,[-1],ALTA
819929,[-1],ALTA
901381,[-1],MEDIA
839534,[-1],MEDIA
915989,[-1],MEDIA
892856,[-1],ALTA
901867,[-1],ALTA
887969,[-1],ALTA
853008,[-1],ALTA
891556,[-1],MEDIA
929786,[-1],MEDIA
841397,[-1],MEDIA
932366,[-1],MEDIA
809586,[-1],MEDIA
923625,[-1],MEDIA
881772,[-1],ALTA
914117,[-1],ALTA
840696,[-1],MEDIA
832964,[-1],MEDIA
897229,[-1],MEDIA
874343,[-1],MEDIA
819348,[-1],ALTA
809433,[-1],MEDIA
869033,[-1],MEDIA
847592,[-1],MEDIA
873763,[-1],MEDIA
880415,[-1],MEDIA
862416,[-1],MEDIA
840665,[-1],MEDIA
844972,[-1],ALTA
815729,[-1],ALTA
833426,[-1],MEDIA
904969,[-1],MEDIA
839076,[-1],MEDIA
837690,[-1],ALTA
855888,[-1],MEDIA
884233,[-1],ALTA
824383,[-1],ALTA
840792,[-1],MEDIA
909029,[-1],MEDIA
885945,[-1],MEDIA
901885,[-1],ALTA
839228,[-1],MEDIA
915172,[-1],MEDIA
829653,[-1],MEDIA
881031,[-1],MEDIA
840763,[-1],MEDIA
841394,[-1],ALTA
903505,[-1],MEDIA
864586,[-1],MEDIA
905402,[-1],MEDIA
924870,[-1],MEDIA
824135,[-1],MEDIA
858724,[-1],MEDIA
886729,[-1],ALTA
855169,[-1],MEDIA
836354,[-1],MEDIA
810532,[-1],ALTA
885836,[-1],MEDIA
810454,[-1],ALTA
891670,[-1],MEDIA
908890,[-1],MEDIA
837904,[-1],ALTA
881054,[-1],MEDIA
874374,[-1],MEDIA
861359,[-1],ALTA
901432,[-1],MEDIA
891071,[-1],MEDIA
852696,[-1],ALTA
916855,[-1],ALTA
920572,[-1],MEDIA
856379,[-1],MEDIA
810456,[-1],ALTA
914016,[-1],ALTA
891687,[-1],MEDIA
916915,[-1],ALTA
835429,[-1],MEDIA
841266,[-1],ALTA
840712,[-1],MEDIA
927351,[-1],MEDIA
841337,[-1],ALTA
841384,[-1],ALTA
836347,[-1],MEDIA
874146,[-1],MEDIA
816003,[-1],MEDIA
903584,[-1],MEDIA
905368,[-1],MEDIA
872475,[-1],MEDIA
829069,[-1],MEDIA
890431,[-1],MEDIA
852003,[-1],MEDIA
894570,[-1],MEDIA
886900,[-1],ALTA
863019,[-1],ALTA
901387,[-1],MEDIA
934190,[-1],MEDIA
870118,[-1],MEDIA
870875,[-1],MEDIA
833281,[-1],MEDIA
872744,[-1],MEDIA
834633,[-1],ALTA
886365,[-1],MEDIA
920447,[-1],MEDIA
937928,[-1],MEDIA
928548,[-1],MEDIA
897180,[-1],MEDIA
915260,[-1],ALTA
916951,[-1],ALTA
840758,[-1],MEDIA
877848,[-1],MEDIA
914062,[-1],ALTA
868457,[-1],ALTA
847133,[-1],MEDIA
901272,[-1],MEDIA
916909,[-1],ALTA
903198,[-1],ALTA
829477,[-1],MEDIA
899237,[-1],MEDIA
837898,[-1],ALTA
840565,[-1],MEDIA
931601,[-1],MEDIA
919094,[-1],MEDIA
816486,[-1],MEDIA
925204,[-1],ALTA
868437,[-1],ALTA
852888,[-1],ALTA
932145,[-1],MEDIA
866378,[-1],ALTA
901396,[-1],MEDIA
861761,[-1],ALTA
834641,[-1],ALTA
882007,[-1],ALTA
833213,[-1],MEDIA
847907,[-1],MEDIA
926283,[-1],MEDIA
848436,[-1],ALTA
818685,[-1],MEDIA
840660,[-1],MEDIA
930409,[-1],MEDIA
809348,[-1],MEDIA
862314,[-1],MEDIA
845004,[-1],ALTA
851986,[-1],MEDIA
920708,[-1],MEDIA
932267,[-1],MEDIA
897209,[-1],MEDIA
863566,[-1],ALTA
937282,[-1],MEDIA
916179,[-1],MEDIA
846353,[-1],MEDIA
901012,[-1],MEDIA
897145,[-1],MEDIA
873682,[-1],ALTA
839905,[-1],MEDIA
815728,[-1],MEDIA
848488,[-1],ALTA
891678,[-1],MEDIA
819421,[-1],MEDIA
863352,[-1],ALTA
829458,[-1],MEDIA
912598,[-1],MEDIA
871310,[-1],MEDIA
919021,[-1],MEDIA
820109,[-1],MEDIA
837686,[-1],ALTA
885700,[-1],MEDIA
918607,[-1],MEDIA
886892,[-1],ALTA
861735,[-1],ALTA
912628,[-1],MEDIA
896562,[-1],MEDIA
928953,[-1],MEDIA
873317,[-1],MEDIA
892130,[-1],ALTA
932291,[-1],MEDIA
847245,[-1],MEDIA
857046,[-1],ALTA
916862,[-1],MEDIA
810174,[-1],MEDIA
860754,[-1],MEDIA
924042,[-1],MEDIA
841345,[-1],ALTA
841349,[-1],ALTA
901700,[-1],ALTA
849796,[-1],MEDIA
856513,[-1],MEDIA
886429,[-1],MEDIA
864664,[-1],MEDIA
815743,[-1],ALTA
844627,[-1],MEDIA
920540,[-1],MEDIA
916849,[-1],ALTA
891661,[-1],MEDIA
915124,[-1],MEDIA
834365,[-1],MEDIA
844931,[-1],MEDIA
836939,[-1],ALTA
881028,[-1],MEDIA
896851,[-1],MEDIA
862437,[-1],MEDIA
935942,[-1],MEDIA
810605,[-1],MEDIA
891652,[-1],MEDIA
901138,[-1],MEDIA
835017,[-1],MEDIA
887114,[-1],ALTA
844034,[-1],MEDIA
834645,[-1],ALTA
837676,[-1],ALTA
859811,[-1],MEDIA
886919,[-1],ALTA
874137,[-1],MEDIA
882000,[-1],ALTA
848493,[-1],ALTA
887935,[-1],ALTA
882080,[-1],ALTA
820248,[-1],MEDIA
843746,[-1],MEDIA
886073,[-1],MEDIA
925110,[-1],MEDIA
