NUM_AUTORIZACION_TC,IND_ANOMALA_SVM,IND_ANOMALA_GN
901396,[-1],MEDIA
898603,[-1],MEDIA
930409,[-1],MEDIA
809348,[-1],MEDIA
847272,[-1],MEDIA
863566,[-1],ALTA
905202,[-1],MEDIA
912409,[-1],MEDIA
873682,[-1],ALTA
876449,[-1],MEDIA
843015,[-1],MEDIA
879079,[-1],MEDIA
854742,[-1],MEDIA
879910,[-1],MEDIA
930931,[-1],MEDIA
834983,[-1],MEDIA
834198,[-1],MEDIA
891583,[-1],MEDIA
920309,[-1],MEDIA
905123,[-1],MEDIA
932021,[-1],MEDIA
932291,[-1],MEDIA
816006,[-1],MEDIA
813512,[-1],MEDIA
880801,[-1],MEDIA
849796,[-1],MEDIA
896454,[-1],MEDIA
850583,[-1],ALTA
864664,[-1],MEDIA
924930,[-1],MEDIA
844627,[-1],MEDIA
839999,[-1],MEDIA
891042,[-1],MEDIA
817322,[-1],ALTA
904418,[-1],MEDIA
844931,[-1],MEDIA
912542,[-1],MEDIA
881028,[-1],MEDIA
886477,[-1],MEDIA
901138,[-1],MEDIA
851923,[-1],MEDIA
887114,[-1],ALTA
844034,[-1],MEDIA
820158,[-1],MEDIA
820248,[-1],MEDIA
