NUM_AUTORIZACION_TC,IND_ANOMALA_SVM,IND_ANOMALA_GN
829534,[-1],NA
932658,[-1],BAJA
885963,[-1],NA
886505,[-1],NA
858451,[-1],NA
852026,[-1],NA
908335,[-1],BAJA
912002,[-1],NA
912117,[-1],NA
859807,[-1],NA
893501,[-1],BAJA
875873,[-1],NA
869738,[-1],NA
809528,[-1],NA
810917,[-1],NA
811007,[-1],NA
837377,[-1],NA
842458,[-1],BAJA
923817,[-1],NA
852433,[-1],BAJA
823284,[-1],BAJA
867062,[-1],BAJA
892069,[-1],BAJA
930668,[-1],BAJA
936333,[-1],NA
830612,[-1],BAJA
835309,[-1],BAJA
843325,[-1],NA
851774,[-1],BAJA
866234,[-1],NA
911012,[-1],NA
897100,[-1],BAJA
921247,[-1],NA
937688,[-1],BAJA
925460,[-1],BAJA
846887,[-1],BAJA
850716,[-1],BAJA
850811,[-1],BAJA
886400,[-1],NA
912013,[-1],BAJA
930303,[-1],NA
912536,[-1],NA
925098,[-1],NA
926438,[-1],NA
885380,[-1],BAJA
916120,[-1],NA
847810,[-1],BAJA
901662,[-1],NA
851608,[-1],NA
883464,[-1],NA
924947,[-1],NA
844870,[-1],BAJA
838913,[-1],NA
863578,[-1],BAJA
866838,[-1],BAJA
890291,[-1],BAJA
904685,[-1],BAJA
908874,[-1],BAJA
865832,[-1],NA
821471,[-1],NA
860415,[-1],NA
886471,[-1],BAJA
899581,[-1],NA
807632,[-1],BAJA
822518,[-1],BAJA
834361,[-1],BAJA
910765,[-1],BAJA
833934,[-1],NA
841122,[-1],BAJA
923424,[-1],NA
855522,[-1],NA
904256,[-1],BAJA
816129,[-1],NA
823249,[-1],BAJA
824012,[-1],NA
854117,[-1],NA
906360,[-1],NA
807414,[-1],BAJA
838214,[-1],BAJA
843739,[-1],BAJA
891636,[-1],NA
901987,[-1],NA
835411,[-1],NA
831796,[-1],NA
883564,[-1],NA
895337,[-1],BAJA
893222,[-1],NA
815068,[-1],NA
859985,[-1],NA
887564,[-1],NA
921208,[-1],NA
933142,[-1],NA
918363,[-1],NA
829954,[-1],NA
862079,[-1],BAJA
881604,[-1],NA
807381,[-1],BAJA
912261,[-1],NA
920620,[-1],NA
890630,[-1],NA
835100,[-1],BAJA
844185,[-1],NA
876002,[-1],NA
885328,[-1],NA
890071,[-1],NA
910703,[-1],NA
912531,[-1],BAJA
917422,[-1],BAJA
918747,[-1],NA
932303,[-1],NA
874825,[-1],NA
824790,[-1],NA
898215,[-1],NA
877329,[-1],BAJA
885655,[-1],NA
825535,[-1],NA
837345,[-1],NA
904414,[-1],NA
863753,[-1],BAJA
830230,[-1],NA
897925,[-1],NA
921467,[-1],NA
834600,[-1],NA
928563,[-1],NA
865053,[-1],NA
848077,[-1],BAJA
815685,[-1],BAJA
875515,[-1],BAJA
860460,[-1],NA
933184,[-1],NA
870534,[-1],BAJA
905939,[-1],NA
891675,[-1],NA
866221,[-1],NA
895334,[-1],NA
824618,[-1],NA
912585,[-1],NA
863702,[-1],NA
892354,[-1],NA
926603,[-1],NA
928049,[-1],NA
848824,[-1],BAJA
819546,[-1],BAJA
821447,[-1],BAJA
823862,[-1],BAJA
806300,[-1],BAJA
809366,[-1],NA
903745,[-1],NA
820578,[-1],NA
915348,[-1],NA
910441,[-1],BAJA
829419,[-1],BAJA
907121,[-1],BAJA
837219,[-1],NA
836839,[-1],NA
837258,[-1],NA
897009,[-1],NA
810598,[-1],NA
931708,[-1],BAJA
928585,[-1],BAJA
916613,[-1],NA
932062,[-1],BAJA
841139,[-1],BAJA
852544,[-1],BAJA
891786,[-1],BAJA
906021,[-1],BAJA
811001,[-1],BAJA
912803,[-1],NA
916507,[-1],NA
817689,[-1],NA
827930,[-1],NA
860291,[-1],NA
881035,[-1],NA
894925,[-1],NA
892127,[-1],NA
931201,[-1],NA
922284,[-1],BAJA
918867,[-1],NA
872709,[-1],NA
840603,[-1],BAJA
860313,[-1],NA
830796,[-1],NA
901851,[-1],NA
913052,[-1],BAJA
850594,[-1],NA
852321,[-1],NA
852974,[-1],NA
875041,[-1],NA
872980,[-1],NA
832135,[-1],NA
825997,[-1],NA
837438,[-1],NA
860932,[-1],BAJA
886094,[-1],NA
920635,[-1],NA
929321,[-1],NA
901743,[-1],BAJA
913066,[-1],BAJA
918614,[-1],BAJA
924948,[-1],NA
897278,[-1],NA
844942,[-1],BAJA
896707,[-1],NA
855255,[-1],BAJA
880737,[-1],BAJA
810672,[-1],NA
890690,[-1],BAJA
853321,[-1],NA
865382,[-1],NA
865740,[-1],BAJA
853480,[-1],NA
936355,[-1],BAJA
867803,[-1],BAJA
866553,[-1],NA
902289,[-1],NA
925052,[-1],NA
889364,[-1],NA
851315,[-1],BAJA
891641,[-1],NA
865522,[-1],NA
892176,[-1],NA
872237,[-1],NA
886988,[-1],NA
865768,[-1],BAJA
936310,[-1],BAJA
825940,[-1],NA
816370,[-1],BAJA
883583,[-1],BAJA
810770,[-1],NA
920121,[-1],BAJA
884400,[-1],NA
904771,[-1],BAJA
905866,[-1],BAJA
905397,[-1],NA
816558,[-1],NA
815268,[-1],NA
913475,[-1],NA
891860,[-1],NA
885107,[-1],NA
913245,[-1],NA
893009,[-1],NA
851823,[-1],NA
810486,[-1],NA
824942,[-1],NA
902601,[-1],NA
881591,[-1],BAJA
860061,[-1],BAJA
901378,[-1],NA
810825,[-1],BAJA
829529,[-1],BAJA
862595,[-1],NA
841201,[-1],NA
839838,[-1],NA
832229,[-1],NA
892084,[-1],NA
896348,[-1],BAJA
830118,[-1],NA
874990,[-1],NA
923330,[-1],BAJA
833545,[-1],NA
912779,[-1],NA
836912,[-1],NA
844805,[-1],NA
814223,[-1],NA
936770,[-1],NA
850345,[-1],NA
826965,[-1],NA
914700,[-1],BAJA
877419,[-1],BAJA
904656,[-1],NA
831303,[-1],NA
870353,[-1],NA
848023,[-1],NA
834376,[-1],NA
897330,[-1],NA
891694,[-1],NA
821539,[-1],NA
924564,[-1],BAJA
897640,[-1],NA
826632,[-1],BAJA
805119,[-1],NA
812245,[-1],BAJA
850769,[-1],NA
851152,[-1],NA
820515,[-1],NA
912611,[-1],NA
807966,[-1],NA
834463,[-1],NA
923485,[-1],NA
920680,[-1],NA
832272,[-1],NA
848899,[-1],NA
891095,[-1],NA
873353,[-1],NA
870906,[-1],BAJA
829733,[-1],NA
838789,[-1],NA
840402,[-1],BAJA
851157,[-1],NA
851896,[-1],NA
848477,[-1],NA
852785,[-1],NA
857414,[-1],NA
937611,[-1],NA
912296,[-1],NA
886833,[-1],NA
891595,[-1],BAJA
874209,[-1],NA
929418,[-1],NA
851682,[-1],NA
808571,[-1],BAJA
825767,[-1],NA
837428,[-1],NA
881996,[-1],NA
849071,[-1],NA
888183,[-1],BAJA
894674,[-1],NA
897499,[-1],NA
852160,[-1],NA
933700,[-1],NA
931826,[-1],BAJA
865500,[-1],BAJA
890774,[-1],NA
918736,[-1],BAJA
937324,[-1],BAJA
810397,[-1],NA
824476,[-1],BAJA
831955,[-1],NA
892047,[-1],NA
819691,[-1],NA
905735,[-1],NA
819683,[-1],BAJA
883397,[-1],NA
836602,[-1],BAJA
908882,[-1],NA
868915,[-1],NA
865509,[-1],NA
810795,[-1],NA
836149,[-1],BAJA
867158,[-1],NA
913918,[-1],NA
871073,[-1],NA
919120,[-1],NA
864713,[-1],BAJA
869911,[-1],NA
937730,[-1],NA
844167,[-1],NA
844302,[-1],NA
871924,[-1],NA
847588,[-1],BAJA
809335,[-1],NA
866217,[-1],BAJA
859507,[-1],BAJA
876152,[-1],BAJA
883972,[-1],BAJA
805052,[-1],NA
820295,[-1],BAJA
847690,[-1],NA
865359,[-1],NA
929649,[-1],NA
932524,[-1],NA
936975,[-1],NA
909543,[-1],NA
840428,[-1],NA
829735,[-1],NA
856374,[-1],NA
885027,[-1],NA
834012,[-1],NA
898207,[-1],NA
892652,[-1],BAJA
905073,[-1],NA
891609,[-1],NA
926162,[-1],NA
833634,[-1],NA
873387,[-1],BAJA
851982,[-1],BAJA
817274,[-1],BAJA
819980,[-1],BAJA
916570,[-1],NA
885748,[-1],BAJA
919769,[-1],BAJA
913039,[-1],BAJA
813301,[-1],BAJA
860951,[-1],BAJA
843852,[-1],NA
881459,[-1],NA
872423,[-1],BAJA
910269,[-1],NA
891930,[-1],NA
891492,[-1],BAJA
891663,[-1],NA
810227,[-1],NA
812104,[-1],BAJA
881026,[-1],BAJA
851124,[-1],BAJA
847593,[-1],BAJA
932727,[-1],NA
891994,[-1],NA
892479,[-1],BAJA
836774,[-1],NA
874420,[-1],BAJA
878520,[-1],BAJA
935825,[-1],NA
835047,[-1],NA
829845,[-1],NA
819542,[-1],NA
891151,[-1],NA
891459,[-1],BAJA
932855,[-1],NA
920298,[-1],BAJA
932986,[-1],BAJA
925489,[-1],BAJA
933261,[-1],BAJA
933423,[-1],NA
934518,[-1],NA
820351,[-1],BAJA
916467,[-1],NA
916504,[-1],BAJA
916546,[-1],NA
871631,[-1],NA
872255,[-1],BAJA
872393,[-1],BAJA
838252,[-1],BAJA
824519,[-1],NA
840824,[-1],NA
842077,[-1],BAJA
923819,[-1],BAJA
925461,[-1],NA
927031,[-1],NA
839554,[-1],NA
901021,[-1],NA
901026,[-1],BAJA
806291,[-1],NA
807789,[-1],BAJA
859586,[-1],NA
817062,[-1],BAJA
847944,[-1],BAJA
888986,[-1],BAJA
901234,[-1],BAJA
901470,[-1],NA
886475,[-1],NA
890881,[-1],NA
884203,[-1],BAJA
875741,[-1],BAJA
876288,[-1],NA
899031,[-1],NA
840804,[-1],NA
848155,[-1],NA
848562,[-1],NA
851998,[-1],NA
885428,[-1],NA
886533,[-1],NA
932749,[-1],NA
855769,[-1],BAJA
864646,[-1],BAJA
865914,[-1],NA
840782,[-1],NA
875179,[-1],NA
896769,[-1],NA
915908,[-1],NA
821071,[-1],BAJA
887887,[-1],BAJA
886872,[-1],BAJA
844063,[-1],NA
879178,[-1],NA
824182,[-1],NA
862666,[-1],NA
874447,[-1],NA
891545,[-1],NA
897282,[-1],NA
912657,[-1],NA
897291,[-1],NA
905710,[-1],NA
866116,[-1],NA
856338,[-1],NA
860037,[-1],NA
860278,[-1],NA
866846,[-1],NA
865535,[-1],NA
870819,[-1],BAJA
897293,[-1],NA
897548,[-1],NA
932610,[-1],BAJA
824260,[-1],NA
884980,[-1],NA
852583,[-1],NA
880435,[-1],NA
891123,[-1],NA
813104,[-1],NA
852048,[-1],NA
901862,[-1],NA
807909,[-1],BAJA
824279,[-1],NA
837516,[-1],BAJA
925232,[-1],BAJA
824692,[-1],BAJA
862742,[-1],BAJA
923957,[-1],BAJA
937211,[-1],NA
923628,[-1],NA
860210,[-1],NA
848760,[-1],NA
851980,[-1],NA
860366,[-1],BAJA
896539,[-1],BAJA
886893,[-1],NA
876708,[-1],NA
835951,[-1],NA
885367,[-1],NA
833476,[-1],NA
898829,[-1],NA
894384,[-1],NA
900411,[-1],NA
910338,[-1],NA
931815,[-1],BAJA
856122,[-1],BAJA
882497,[-1],BAJA
810867,[-1],NA
913349,[-1],BAJA
841088,[-1],NA
911302,[-1],NA
850986,[-1],NA
856369,[-1],NA
900939,[-1],NA
822109,[-1],NA
815303,[-1],BAJA
839871,[-1],BAJA
843253,[-1],BAJA
808836,[-1],NA
814234,[-1],NA
865223,[-1],BAJA
886683,[-1],NA
824608,[-1],NA
933291,[-1],NA
881583,[-1],NA
891612,[-1],NA
832387,[-1],BAJA
891270,[-1],NA
874220,[-1],BAJA
824852,[-1],NA
886668,[-1],NA
891474,[-1],NA
836521,[-1],NA
886601,[-1],NA
837554,[-1],BAJA
830375,[-1],NA
837277,[-1],BAJA
883696,[-1],NA
876195,[-1],NA
886527,[-1],NA
818174,[-1],BAJA
823987,[-1],NA
831113,[-1],BAJA
817494,[-1],BAJA
824599,[-1],BAJA
891366,[-1],BAJA
895396,[-1],NA
881027,[-1],BAJA
908986,[-1],NA
919359,[-1],NA
932862,[-1],NA
905927,[-1],NA
882208,[-1],BAJA
887802,[-1],BAJA
816164,[-1],NA
820737,[-1],NA
837717,[-1],NA
915196,[-1],BAJA
919916,[-1],NA
916635,[-1],NA
885943,[-1],NA
901237,[-1],NA
810740,[-1],NA
882332,[-1],NA
906138,[-1],BAJA
912959,[-1],BAJA
914977,[-1],NA
905028,[-1],NA
920197,[-1],NA
920992,[-1],NA
865803,[-1],BAJA
859159,[-1],BAJA
871825,[-1],BAJA
886715,[-1],NA
896508,[-1],BAJA
915073,[-1],BAJA
905315,[-1],BAJA
812441,[-1],BAJA
837466,[-1],BAJA
852050,[-1],BAJA
857980,[-1],BAJA
835160,[-1],NA
933026,[-1],NA
841572,[-1],NA
816380,[-1],NA
873120,[-1],BAJA
925004,[-1],BAJA
828152,[-1],BAJA
885541,[-1],BAJA
853130,[-1],BAJA
856466,[-1],NA
841580,[-1],NA
832552,[-1],NA
849122,[-1],NA
859216,[-1],NA
846314,[-1],NA
852049,[-1],BAJA
896837,[-1],BAJA
805256,[-1],NA
901532,[-1],BAJA
847104,[-1],NA
906968,[-1],NA
819908,[-1],NA
924074,[-1],NA
816405,[-1],BAJA
874668,[-1],NA
833723,[-1],NA
852566,[-1],NA
844076,[-1],NA
855384,[-1],NA
860549,[-1],NA
871802,[-1],BAJA
906105,[-1],BAJA
855629,[-1],NA
860095,[-1],NA
936942,[-1],NA
929439,[-1],BAJA
813142,[-1],BAJA
933091,[-1],NA
933223,[-1],NA
901530,[-1],NA
816044,[-1],NA
841115,[-1],BAJA
884159,[-1],NA
932714,[-1],NA
836311,[-1],BAJA
815363,[-1],BAJA
904723,[-1],NA
804905,[-1],NA
847905,[-1],NA
844609,[-1],NA
928753,[-1],NA
887133,[-1],NA
850061,[-1],BAJA
926594,[-1],NA
917715,[-1],NA
827512,[-1],NA
862553,[-1],BAJA
906025,[-1],NA
862303,[-1],NA
901759,[-1],NA
832424,[-1],NA
878107,[-1],NA
916966,[-1],BAJA
926478,[-1],NA
937586,[-1],NA
819510,[-1],NA
842062,[-1],BAJA
865252,[-1],BAJA
847866,[-1],BAJA
883679,[-1],NA
850070,[-1],BAJA
902172,[-1],BAJA
827653,[-1],NA
844300,[-1],NA
865975,[-1],BAJA
877645,[-1],BAJA
934439,[-1],BAJA
821551,[-1],NA
830148,[-1],NA
836895,[-1],NA
840616,[-1],BAJA
841109,[-1],NA
887122,[-1],NA
906116,[-1],NA
932713,[-1],NA
844313,[-1],NA
838443,[-1],BAJA
813427,[-1],NA
901571,[-1],NA
889133,[-1],BAJA
821847,[-1],NA
826004,[-1],BAJA
829767,[-1],BAJA
869293,[-1],BAJA
881684,[-1],NA
908756,[-1],NA
921019,[-1],NA
881887,[-1],NA
868140,[-1],BAJA
840468,[-1],BAJA
844047,[-1],BAJA
841378,[-1],NA
841777,[-1],NA
844408,[-1],NA
867112,[-1],NA
890763,[-1],NA
913883,[-1],NA
917060,[-1],BAJA
862954,[-1],NA
920682,[-1],BAJA
886577,[-1],NA
901886,[-1],NA
900087,[-1],NA
886214,[-1],NA
841513,[-1],NA
869372,[-1],NA
926308,[-1],BAJA
920739,[-1],NA
841583,[-1],BAJA
810062,[-1],NA
928675,[-1],NA
830182,[-1],NA
859340,[-1],NA
838106,[-1],NA
843816,[-1],NA
811275,[-1],BAJA
901564,[-1],NA
840140,[-1],BAJA
920296,[-1],BAJA
898295,[-1],BAJA
812242,[-1],NA
815876,[-1],BAJA
819711,[-1],NA
864731,[-1],BAJA
860387,[-1],NA
891615,[-1],NA
908862,[-1],NA
919007,[-1],BAJA
928952,[-1],NA
932956,[-1],BAJA
852093,[-1],NA
909372,[-1],NA
815838,[-1],BAJA
875982,[-1],BAJA
927615,[-1],BAJA
861712,[-1],BAJA
884356,[-1],NA
892374,[-1],NA
935736,[-1],NA
837169,[-1],NA
811460,[-1],NA
925720,[-1],BAJA
901390,[-1],NA
885298,[-1],BAJA
937226,[-1],BAJA
833207,[-1],BAJA
854567,[-1],BAJA
932941,[-1],NA
921881,[-1],NA
914439,[-1],BAJA
932694,[-1],BAJA
836764,[-1],NA
891816,[-1],NA
843817,[-1],NA
820098,[-1],NA
836972,[-1],NA
847227,[-1],NA
850578,[-1],BAJA
881312,[-1],NA
908569,[-1],NA
908944,[-1],NA
917526,[-1],NA
886987,[-1],NA
816710,[-1],NA
866094,[-1],NA
815136,[-1],BAJA
902674,[-1],NA
820057,[-1],NA
833356,[-1],BAJA
828759,[-1],NA
824478,[-1],NA
851114,[-1],NA
865658,[-1],NA
837179,[-1],NA
821082,[-1],NA
881072,[-1],NA
901528,[-1],NA
905394,[-1],NA
916361,[-1],NA
920741,[-1],NA
807608,[-1],BAJA
888483,[-1],BAJA
844623,[-1],NA
891774,[-1],BAJA
843602,[-1],NA
852495,[-1],NA
856672,[-1],NA
814662,[-1],BAJA
829802,[-1],NA
899439,[-1],BAJA
837321,[-1],NA
896808,[-1],NA
878828,[-1],NA
837286,[-1],NA
915860,[-1],BAJA
897044,[-1],BAJA
820516,[-1],NA
835092,[-1],NA
825459,[-1],NA
905333,[-1],BAJA
852272,[-1],NA
932002,[-1],NA
885135,[-1],NA
824370,[-1],NA
859683,[-1],NA
881265,[-1],NA
915419,[-1],BAJA
897457,[-1],NA
885273,[-1],NA
897588,[-1],NA
913084,[-1],NA
885838,[-1],NA
809629,[-1],BAJA
867823,[-1],NA
838178,[-1],BAJA
860005,[-1],BAJA
837720,[-1],NA
837143,[-1],NA
838185,[-1],NA
879150,[-1],NA
820454,[-1],NA
810512,[-1],NA
896698,[-1],NA
887612,[-1],BAJA
889001,[-1],NA
874218,[-1],BAJA
874544,[-1],BAJA
855960,[-1],NA
869339,[-1],NA
847281,[-1],BAJA
917891,[-1],NA
823635,[-1],NA
810415,[-1],NA
813746,[-1],NA
933092,[-1],NA
933725,[-1],NA
933729,[-1],BAJA
935436,[-1],NA
859929,[-1],NA
894562,[-1],NA
881245,[-1],NA
832760,[-1],NA
805020,[-1],NA
853279,[-1],NA
860239,[-1],NA
852498,[-1],NA
856242,[-1],NA
873355,[-1],BAJA
829911,[-1],BAJA
830671,[-1],BAJA
892861,[-1],NA
853172,[-1],NA
856075,[-1],NA
856758,[-1],NA
805436,[-1],NA
839167,[-1],NA
915218,[-1],BAJA
916198,[-1],NA
916203,[-1],BAJA
917298,[-1],NA
898085,[-1],BAJA
903025,[-1],NA
810236,[-1],NA
821493,[-1],NA
828403,[-1],NA
830166,[-1],NA
902324,[-1],NA
909968,[-1],BAJA
885132,[-1],NA
898987,[-1],BAJA
902144,[-1],BAJA
851310,[-1],NA
837461,[-1],NA
805219,[-1],NA
931952,[-1],BAJA
919739,[-1],BAJA
930233,[-1],NA
936612,[-1],NA
863940,[-1],BAJA
849839,[-1],NA
852073,[-1],NA
842906,[-1],BAJA
846465,[-1],BAJA
840702,[-1],NA
859855,[-1],NA
833600,[-1],NA
826095,[-1],NA
901970,[-1],NA
910320,[-1],NA
852117,[-1],NA
845285,[-1],NA
869997,[-1],BAJA
873925,[-1],NA
850120,[-1],NA
865767,[-1],NA
878089,[-1],BAJA
876531,[-1],BAJA
929416,[-1],BAJA
814257,[-1],BAJA
844596,[-1],NA
830392,[-1],BAJA
840742,[-1],BAJA
922265,[-1],NA
860145,[-1],NA
879913,[-1],NA
840850,[-1],NA
810599,[-1],NA
806295,[-1],NA
830498,[-1],NA
880388,[-1],BAJA
818480,[-1],NA
835044,[-1],NA
920874,[-1],NA
807184,[-1],BAJA
843764,[-1],NA
852710,[-1],NA
812187,[-1],NA
928739,[-1],NA
895317,[-1],NA
912562,[-1],NA
812238,[-1],NA
844255,[-1],BAJA
843094,[-1],NA
805903,[-1],NA
821163,[-1],NA
932715,[-1],NA
824503,[-1],NA
912512,[-1],BAJA
903381,[-1],NA
899081,[-1],NA
819907,[-1],BAJA
912135,[-1],NA
884667,[-1],NA
871788,[-1],NA
875736,[-1],BAJA
880189,[-1],NA
887692,[-1],NA
894931,[-1],BAJA
894453,[-1],NA
861895,[-1],NA
892513,[-1],NA
891732,[-1],NA
891654,[-1],NA
902893,[-1],BAJA
865497,[-1],BAJA
932704,[-1],NA
875092,[-1],NA
908970,[-1],BAJA
833650,[-1],NA
851685,[-1],BAJA
916054,[-1],NA
915291,[-1],NA
839956,[-1],NA
923134,[-1],NA
932231,[-1],NA
892186,[-1],NA
859953,[-1],NA
820118,[-1],NA
881103,[-1],BAJA
815162,[-1],NA
820398,[-1],NA
864430,[-1],BAJA
887325,[-1],NA
909203,[-1],NA
909924,[-1],NA
885576,[-1],NA
805267,[-1],NA
920073,[-1],NA
835618,[-1],BAJA
842921,[-1],BAJA
848487,[-1],NA
866654,[-1],NA
920624,[-1],BAJA
936481,[-1],NA
898211,[-1],BAJA
879452,[-1],NA
915282,[-1],BAJA
921300,[-1],NA
837294,[-1],NA
851412,[-1],NA
828955,[-1],NA
865628,[-1],NA
874373,[-1],NA
826482,[-1],NA
846342,[-1],NA
851673,[-1],BAJA
862078,[-1],BAJA
883392,[-1],BAJA
924734,[-1],NA
805333,[-1],BAJA
826946,[-1],NA
895590,[-1],NA
863292,[-1],NA
892201,[-1],NA
921349,[-1],NA
929200,[-1],NA
897444,[-1],NA
902164,[-1],NA
908189,[-1],NA
912241,[-1],NA
909114,[-1],NA
919608,[-1],NA
928799,[-1],BAJA
936636,[-1],NA
928860,[-1],NA
937963,[-1],NA
878594,[-1],NA
845169,[-1],NA
897154,[-1],BAJA
841300,[-1],NA
807253,[-1],NA
845962,[-1],NA
886502,[-1],BAJA
840338,[-1],BAJA
824617,[-1],NA
