NUM_AUTORIZACION_TC,MON_MOVIMIENTO_QUETZALIZADO,FEC_AUTORIZACION,TIP_NEGOCIO,PAIS_ORIGEN,COD_MONEDA_ORIGEN,COD_PROD_EMISOR,NUM_CTA_DEB,COD_CLIENTE,IND_ANOMALA,IND_ESTADO_INACTIVA,PORC_RETIRO,CNT_CUENTAS_DISTINTAS,IND_DEBAJO_UMBRAL_15K,IND_SUP_15K,CNT_RETIRO_CUENTA,CNT_CAJEROS_DISTINTOS
259734,100.0,2005-07-05 09:31:00,3793,37,29,2,11197,29546,1,0,0.2,1,0,0,1,1
172064,300.0,2005-06-15 11:26:00,1165,37,29,2,11197,29546,1,0,0.24,1,0,0,1,1
539508,200.0,2005-09-03 19:35:00,3793,37,29,2,11197,29546,1,0,35.84,1,0,0,1,1
543928,200.0,2005-09-04 22:33:00,1540,37,29,2,11197,29546,1,0,0.2,1,0,0,2,2
277038,300.0,2005-07-09 10:08:00,1778,37,29,4,38229,36655,1,0,0.11,1,0,0,1,1
266896,200.0,2005-07-07 06:17:00,3988,37,29,4,38229,36655,1,0,0.92,1,0,0,1,1
280319,100.0,2005-07-09 17:30:00,3452,37,29,4,38229,36655,1,0,0.04,1,0,0,2,2
413082,200.0,2005-08-06 07:01:00,2772,37,29,4,38229,36655,1,0,0.09,1,0,0,1,1
479321,100.0,2005-08-20 17:30:00,3452,37,29,4,38229,36655,1,0,0.07,1,0,0,1,1
453594,100.0,2005-08-15 11:13:00,2772,37,29,4,38229,36655,1,0,0.06,1,0,0,1,1
548123,100.0,2005-09-06 06:11:00,3988,37,29,4,38229,36655,1,0,0.09,1,0,0,1,1
537196,100.0,2005-09-03 12:44:00,3052,37,29,4,38229,36655,1,0,0.07,1,0,0,1,1
586739,300.0,2005-09-15 11:06:00,3452,37,29,4,38229,36655,1,0,0.13,1,0,0,1,1
570682,100.0,2005-09-12 05:57:00,3988,37,29,4,38229,36655,1,0,0.14,1,0,0,1,1
645328,500.0,2005-09-29 06:03:00,3988,37,29,4,38229,36655,1,0,0.2,1,0,0,1,1
723922,300.0,2005-10-15 11:10:00,1778,37,29,4,38229,36655,1,0,0.21,1,0,0,1,1
774859,100.0,2005-10-26 16:03:00,3988,37,29,4,38229,36655,1,0,0.25,1,0,0,1,1
794221,100.0,2005-10-30 12:30:00,3452,37,29,4,38229,36655,1,0,0.07,1,0,0,1,1
780534,100.0,2005-10-28 06:05:00,3988,37,29,4,38229,36655,1,0,0.05,1,0,0,1,1
844317,100.0,2005-11-10 06:08:00,3988,37,29,4,38229,36655,1,0,0.16,1,0,0,1,1
825378,200.0,2005-11-05 09:45:00,2772,37,29,4,38229,36655,1,0,0.2,1,0,0,1,1
793536,100.0,2005-10-30 10:55:00,4274,37,29,4,21363,23997,1,0,0.06,1,0,0,1,1
623132,100.0,2005-09-23 10:22:00,2696,37,29,4,21363,23997,1,0,70.92,1,0,0,1,1
625395,100.0,2005-09-23 18:07:00,2696,37,29,4,21363,23997,1,0,70.92,1,0,0,2,1
610586,200.0,2005-09-19 16:47:00,3367,37,29,4,23658,21845,1,0,0.06,1,0,0,2,2
744952,100.0,2005-10-18 19:22:00,2731,37,29,4,21363,23997,1,0,250.0,1,0,0,2,2
728367,2000.0,2005-10-15 17:23:00,4318,37,29,4,23658,21845,1,0,0.56,1,1,0,1,1
730778,500.0,2005-10-16 09:04:00,2696,37,29,4,21363,23997,1,0,1.0,1,0,0,1,1
492770,200.0,2005-08-24 18:33:00,2696,37,29,4,21363,23997,1,0,1.0,1,0,0,2,2
903385,400.0,2005-11-21 14:22:00,4406,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
570924,200.0,2005-09-12 08:13:00,434,37,29,10,40684,35477,1,0,0.14,1,0,0,1,1
566443,300.0,2005-09-10 16:55:00,2951,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
797238,200.0,2005-10-31 08:48:00,3468,37,29,4,23658,21845,1,0,0.09,1,0,0,1,1
130862,300.0,2005-06-03 10:49:00,1165,37,29,2,11197,29546,1,0,0.13,1,0,0,2,2
272330,100.0,2005-07-08 12:11:00,1637,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
399811,900.0,2005-08-02 17:53:00,2792,37,29,2,1106,24676,1,0,0.49,1,0,0,1,1
1597,100.0,2005-05-01 11:41:00,2732,37,29,4,21363,23997,1,0,0.88,1,0,0,1,1
328883,100.0,2005-07-18 16:38:00,2725,37,29,4,26720,37007,1,0,0.08,1,0,0,1,1
540482,200.0,2005-09-04 09:59:00,3447,37,29,4,23658,21845,1,0,0.05,1,0,0,1,1
288207,500.0,2005-07-11 17:12:00,191,37,29,4,23658,21845,1,0,0.21,1,0,0,2,2
367318,600.0,2005-07-28 07:56:00,1661,37,29,5,41042,36350,1,0,0.01,1,0,0,1,1
303872,800.0,2005-07-15 08:34:00,700,37,29,4,38229,36655,1,0,0.18,1,0,0,1,1
882394,300.0,2005-11-17 10:43:00,1673,37,29,10,40684,35477,1,0,0.02,1,0,0,1,1
924067,100.0,2005-11-26 16:47:00,2726,37,29,2,1106,24676,1,0,0.05,1,0,0,1,1
775464,100.0,2005-10-26 17:59:00,3468,37,29,2,1106,24676,1,0,0.25,1,0,0,1,1
280292,100.0,2005-07-09 17:24:00,422,37,29,10,41181,17392,1,0,0.23,1,0,0,1,1
922931,500.0,2005-11-26 12:47:00,2724,37,29,4,26720,37007,1,0,0.17,1,0,0,1,1
139234,400.0,2005-06-05 10:46:00,1165,37,29,2,11197,29546,1,0,0.22,1,0,0,1,1
164918,600.0,2005-06-13 13:42:00,410,37,29,2,11197,29546,1,0,0.34,1,0,0,3,2
633898,500.0,2005-09-25 18:28:00,1895,37,29,2,32605,34859,1,0,0.04,1,0,0,1,1
926048,100.0,2005-11-27 11:16:00,3375,37,29,4,23658,21845,1,0,0.21,1,0,0,1,1
288804,100.0,2005-07-11 18:34:00,2725,37,29,4,26720,37007,1,0,0.74,1,0,0,1,1
174311,300.0,2005-06-15 16:14:00,1943,37,29,10,41181,17392,1,0,3.07,1,0,0,2,1
294637,100.0,2005-07-13 12:38:00,2977,37,29,4,21363,23997,1,0,21.05,1,0,0,1,1
227547,500.0,2005-06-29 08:15:00,1661,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
73420,100.0,2005-05-19 10:49:00,1829,37,29,10,41181,17392,1,0,0.1,1,0,0,1,1
838624,300.0,2005-11-08 13:08:00,434,37,29,10,40684,35477,1,0,0.01,1,0,0,2,2
144774,500.0,2005-06-07 07:18:00,1661,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
718466,500.0,2005-10-14 17:33:00,614,37,29,10,40684,35477,1,0,0.01,1,0,0,2,2
126969,500.0,2005-06-02 11:45:00,3797,37,29,2,11197,29546,1,0,3.48,1,0,0,1,1
190699,1000.0,2005-06-18 10:57:00,2725,37,29,4,26720,37007,1,0,0.4,1,0,0,1,1
919300,100.0,2005-11-25 17:11:00,2342,37,29,2,1106,24676,1,0,0.04,1,0,0,1,1
243082,500.0,2005-07-01 13:50:00,3756,37,29,2,11197,29546,1,0,1.63,1,0,0,2,2
678247,100.0,2005-10-04 13:40:00,1943,37,29,10,41181,17392,1,0,0.31,1,0,0,1,1
576942,200.0,2005-09-13 18:44:00,422,37,29,10,41181,17392,1,0,0.44,1,0,0,2,2
546615,200.0,2005-09-05 16:48:00,4012,37,29,2,32605,34859,1,0,0.02,1,0,0,2,1
850339,100.0,2005-11-11 15:57:00,2724,37,29,4,26720,37007,1,0,0.12,1,0,0,2,1
733759,100.0,2005-10-16 14:47:00,2224,37,29,2,1106,24676,1,0,0.04,1,0,0,2,2
616181,100.0,2005-09-21 10:11:00,4406,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
811738,1000.0,2005-11-02 10:36:00,4010,37,29,2,11197,29546,1,0,0.71,1,0,0,1,1
378481,300.0,2005-07-30 07:00:00,4012,37,29,2,32605,34859,1,0,0.02,1,0,0,1,1
130982,200.0,2005-06-03 11:20:00,1637,37,29,5,41042,36350,1,0,0.0,1,0,0,3,1
31031,200.0,2005-05-09 12:26:00,4406,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
111140,700.0,2005-05-30 15:23:00,2725,37,29,4,26720,37007,1,0,0.35,1,0,0,1,1
181530,100.0,2005-06-16 14:11:00,4393,37,29,10,41181,17392,1,0,0.12,1,0,0,1,1
828910,100.0,2005-11-05 17:54:00,3452,37,29,4,38229,36655,1,0,0.1,1,0,0,2,2
102044,500.0,2005-05-28 09:28:00,574,37,29,2,11197,29546,1,0,0.25,1,0,0,1,1
199811,100.0,2005-06-20 17:05:00,1943,37,29,10,41181,17392,1,0,0.2,1,0,0,1,1
389843,300.0,2005-07-31 18:37:00,3357,37,29,2,32605,34859,1,0,0.02,1,0,0,1,1
114030,100.0,2005-05-31 09:59:00,1661,37,29,5,41042,36350,1,0,0.0,1,0,0,2,1
574319,100.0,2005-09-13 07:53:00,4023,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
192013,100.0,2005-06-18 13:42:00,4393,37,29,10,41181,17392,1,0,0.16,1,0,0,1,1
539055,600.0,2005-09-03 17:55:00,2224,37,29,2,1106,24676,1,0,0.49,1,0,0,2,2
549143,100.0,2005-09-06 11:45:00,1637,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
565843,100.0,2005-09-10 14:53:00,2224,37,29,2,1106,24676,1,0,16.37,1,0,0,2,2
466172,100.0,2005-08-17 17:03:00,1943,37,29,10,41181,17392,1,0,0.35,1,0,0,1,1
433123,500.0,2005-08-11 18:15:00,1168,37,29,2,11197,29546,1,0,139.66,1,0,0,1,1
296485,300.0,2005-07-13 18:21:00,2725,37,29,4,26720,37007,1,0,8.59,1,0,0,1,1
226724,200.0,2005-06-28 19:20:00,2919,37,29,4,23658,21845,1,0,0.1,1,0,0,1,1
155716,500.0,2005-06-10 17:07:00,4437,37,29,4,23658,21845,1,0,0.22,1,0,0,1,1
913227,100.0,2005-11-24 09:44:00,4007,37,29,2,1106,24676,1,0,0.04,1,0,0,1,1
766788,500.0,2005-10-24 12:17:00,574,37,29,2,11197,29546,1,0,0.47,1,0,0,1,1
867471,200.0,2005-11-15 12:16:00,1943,37,29,10,41181,17392,1,0,0.14,1,0,0,1,1
81186,200.0,2005-05-21 11:52:00,4023,37,29,10,40684,35477,1,0,0.04,1,0,0,1,1
660554,200.0,2005-10-01 10:46:00,220,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
573316,200.0,2005-09-12 17:51:00,3886,37,29,10,40684,35477,1,0,0.14,1,0,0,2,2
87960,1000.0,2005-05-23 13:58:00,1673,37,29,10,40684,35477,1,0,0.3,1,0,0,2,2
108837,100.0,2005-05-29 20:05:00,1673,37,29,10,40684,35477,1,0,1.7,1,0,0,1,1
272912,500.0,2005-07-08 13:42:00,3057,37,29,4,26720,37007,1,0,1.26,1,0,0,1,1
915043,200.0,2005-11-24 16:35:00,4007,37,29,4,23658,21845,1,0,0.26,1,0,0,1,1
493000,200.0,2005-08-24 19:31:00,1815,37,29,4,26720,37007,1,0,0.03,1,0,0,1,1
708119,600.0,2005-10-12 12:54:00,2882,37,29,2,11197,29546,1,0,0.13,1,0,0,1,1
553323,1000.0,2005-09-07 13:26:00,1673,37,29,10,40684,35477,1,0,0.25,1,0,0,1,1
225963,100.0,2005-06-28 17:50:00,3794,37,29,2,11197,29546,1,0,0.12,1,0,0,2,2
405176,500.0,2005-08-04 08:19:00,4406,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
373639,200.0,2005-07-29 13:33:00,1943,37,29,10,41181,17392,1,0,0.21,1,0,0,1,1
28889,1000.0,2005-05-08 14:15:00,2937,37,29,2,11197,29546,1,0,0.22,1,0,0,1,1
908012,300.0,2005-11-22 17:30:00,3844,37,29,2,11197,29546,1,0,3.0,1,0,0,2,2
203760,600.0,2005-06-22 06:47:00,1661,37,29,5,41042,36350,1,0,0.01,1,0,0,1,1
827995,500.0,2005-11-05 15:07:00,1967,37,29,4,23658,21845,1,0,0.42,1,0,0,2,2
360121,500.0,2005-07-26 08:45:00,2731,37,29,4,21363,23997,1,0,0.15,1,0,0,1,1
772382,100.0,2005-10-25 19:38:00,4225,37,29,2,1106,24676,1,0,0.2,1,0,0,1,1
879385,400.0,2005-11-16 17:39:00,566,37,29,2,11197,29546,1,0,701.75,1,0,0,1,1
664685,100.0,2005-10-01 17:18:00,3452,37,29,4,38229,36655,1,0,0.05,1,0,0,1,1
400416,500.0,2005-08-02 19:09:00,172,37,29,4,23658,21845,1,0,0.24,1,0,0,1,1
839857,600.0,2005-11-08 17:32:00,2939,37,29,2,11197,29546,1,0,0.7,1,0,0,1,1
644248,300.0,2005-09-28 18:19:00,3392,37,29,4,23658,21845,1,0,0.38,1,0,0,1,1
686078,300.0,2005-10-06 12:51:00,1168,37,29,2,11197,29546,1,0,0.06,1,0,0,2,1
179899,500.0,2005-06-16 10:35:00,1661,37,29,5,41042,36350,1,0,0.01,1,0,0,1,1
705392,500.0,2005-10-11 16:19:00,1165,37,29,2,11197,29546,1,0,0.1,1,0,0,1,1
739426,500.0,2005-10-17 17:11:00,1943,37,29,10,41181,17392,1,0,0.57,1,0,0,1,1
353802,100.0,2005-07-24 13:08:00,1943,37,29,10,41181,17392,1,0,0.06,1,0,0,1,1
335478,300.0,2005-07-20 07:58:00,4475,37,29,10,40684,35477,1,0,0.04,1,0,0,1,1
227684,100.0,2005-06-29 09:00:00,1637,37,29,5,41042,36350,1,0,0.0,1,0,0,2,2
816801,200.0,2005-11-03 10:08:00,2696,37,29,4,21363,23997,1,0,0.31,1,0,0,1,1
807950,100.0,2005-11-01 13:31:00,422,37,29,10,41181,17392,1,0,0.09,1,0,0,1,1
302645,200.0,2005-07-14 19:40:00,364,37,29,5,41042,36350,1,0,0.0,1,0,0,2,2
54739,200.0,2005-05-14 18:16:00,1683,37,29,4,23658,21845,1,0,0.05,1,0,0,1,1
489906,200.0,2005-08-23 19:06:00,2724,37,29,4,26720,37007,1,0,0.03,1,0,0,1,1
684929,200.0,2005-10-06 07:33:00,974,37,29,4,26720,37007,1,0,0.07,1,0,0,1,1
541885,100.0,2005-09-04 13:15:00,1829,37,29,10,41181,17392,1,0,0.14,1,0,0,1,1
538696,100.0,2005-09-03 16:45:00,1967,37,29,4,23658,21845,1,0,0.02,1,0,0,2,1
698639,500.0,2005-10-09 12:32:00,2847,37,29,10,40684,35477,1,0,0.0,1,0,0,1,1
496151,300.0,2005-08-25 19:29:00,1894,37,29,4,26720,37007,1,0,0.19,1,0,0,1,1
273495,300.0,2005-07-08 15:22:00,2725,37,29,4,26720,37007,1,0,0.75,1,0,0,3,2
52440,200.0,2005-05-14 13:48:00,2020,37,29,2,1106,24676,1,0,36.5,1,0,0,1,1
70073,200.0,2005-05-18 10:50:00,2696,37,29,4,21363,23997,1,0,0.25,1,0,0,1,1
383829,400.0,2005-07-30 17:18:00,3924,37,29,5,41042,36350,1,0,0.0,1,0,0,2,2
885866,300.0,2005-11-17 19:19:00,4009,37,29,2,1106,24676,1,0,0.08,1,0,0,2,2
701511,100.0,2005-10-10 13:35:00,2721,37,29,2,32605,34859,1,0,0.02,1,0,0,1,1
545928,500.0,2005-09-05 14:14:00,1943,37,29,10,41181,17392,1,0,0.84,1,0,0,1,1
440026,300.0,2005-08-12 23:19:00,2262,37,29,10,40684,35477,1,0,0.07,1,0,0,1,1
381208,200.0,2005-07-30 12:30:00,3452,37,29,4,38229,36655,1,0,0.07,1,0,0,1,1
764631,200.0,2005-10-23 15:15:00,1551,37,29,10,40684,35477,1,0,0.01,1,0,0,1,1
767138,200.0,2005-10-24 13:23:00,4406,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
343861,200.0,2005-07-22 10:03:00,1673,37,29,10,40684,35477,1,0,0.04,1,0,0,1,1
695646,600.0,2005-10-08 14:17:00,1169,37,29,2,11197,29546,1,0,0.1,1,0,0,1,1
385875,500.0,2005-07-31 09:09:00,4273,37,29,4,21363,23997,1,0,0.1,1,0,0,1,1
224890,200.0,2005-06-28 14:39:00,3793,37,29,2,11197,29546,1,0,0.24,1,0,0,1,1
260341,100.0,2005-07-05 11:58:00,1165,37,29,2,11197,29546,1,0,0.2,1,0,0,2,2
264248,100.0,2005-07-06 11:29:00,1761,37,29,2,11197,29546,1,0,0.34,1,0,0,1,1
143230,500.0,2005-06-06 15:03:00,1943,37,29,10,41181,17392,1,0,0.56,1,0,0,1,1
31284,100.0,2005-05-09 13:24:00,1943,37,29,10,41181,17392,1,0,0.19,1,0,0,1,1
325230,300.0,2005-07-17 19:35:00,422,37,29,10,41181,17392,1,0,0.11,1,0,0,1,1
92774,100.0,2005-05-25 11:00:00,1829,37,29,10,41181,17392,1,0,0.18,1,0,0,1,1
146195,200.0,2005-06-07 14:33:00,1943,37,29,10,41181,17392,1,0,0.67,1,0,0,1,1
143678,100.0,2005-06-06 17:06:00,4393,37,29,10,41181,17392,1,0,0.11,1,0,0,2,2
137559,100.0,2005-06-04 16:59:00,422,37,29,10,41181,17392,1,0,0.09,1,0,0,1,1
298186,100.0,2005-07-14 10:40:00,1829,37,29,10,41181,17392,1,0,0.04,1,0,0,1,1
295979,300.0,2005-07-13 17:11:00,1943,37,29,10,41181,17392,1,0,0.1,1,0,0,1,1
266819,100.0,2005-07-06 21:42:00,422,37,29,10,41181,17392,1,0,0.13,1,0,0,2,2
329085,500.0,2005-07-18 17:05:00,4392,37,29,10,41181,17392,1,0,0.2,1,0,0,1,1
367029,300.0,2005-07-27 21:55:00,4178,37,29,10,41181,17392,1,0,0.22,1,0,0,1,1
537474,100.0,2005-09-03 13:13:00,4392,37,29,10,41181,17392,1,0,0.12,1,0,0,1,1
571338,200.0,2005-09-12 10:18:00,1943,37,29,10,41181,17392,1,0,0.27,1,0,0,1,1
818834,500.0,2005-11-03 16:35:00,1943,37,29,10,41181,17392,1,0,0.65,1,0,0,1,1
714707,200.0,2005-10-14 10:46:00,2826,37,29,2,11197,29546,1,0,0.22,1,0,0,1,1
701706,100.0,2005-10-10 14:19:00,3798,37,29,2,11197,29546,1,0,0.02,1,0,0,1,1
809073,1000.0,2005-11-01 16:25:00,1961,37,29,2,11197,29546,1,0,1.15,1,0,0,2,2
634802,400.0,2005-09-26 09:09:00,1168,37,29,2,11197,29546,1,0,1.0,1,0,0,1,1
928605,100.0,2005-11-28 06:04:00,3988,37,29,4,38229,36655,1,0,0.49,1,0,0,1,1
529639,300.0,2005-09-01 20:28:00,2135,37,29,4,23658,21845,1,0,0.09,1,0,0,1,1
919581,1200.0,2005-11-25 17:47:00,2696,37,29,4,21363,23997,1,0,343.84,1,0,0,1,1
835725,300.0,2005-11-07 16:07:00,364,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
222851,100.0,2005-06-27 18:43:00,4274,37,29,4,21363,23997,1,0,185.19,1,0,0,1,1
195697,100.0,2005-06-19 13:00:00,3452,37,29,4,38229,36655,1,0,0.3,1,0,0,1,1
227274,100.0,2005-06-29 06:09:00,3988,37,29,4,38229,36655,1,0,0.07,1,0,0,1,1
256752,100.0,2005-07-04 12:36:00,3452,37,29,4,38229,36655,1,0,0.31,1,0,0,1,1
59813,200.0,2005-05-15 18:10:00,3055,37,29,10,40684,35477,1,0,0.29,1,0,0,2,2
16081,800.0,2005-05-04 19:23:00,606,37,29,2,11197,29546,1,0,3.58,1,0,0,1,1
113647,300.0,2005-05-31 08:26:00,1761,37,29,2,11197,29546,1,0,0.29,1,0,0,1,1
900368,500.0,2005-11-20 16:55:00,4033,37,29,2,11197,29546,1,0,0.31,1,0,0,1,1
458228,500.0,2005-08-16 08:31:00,1551,37,29,10,40684,35477,1,0,0.22,1,0,0,1,1
354582,2000.0,2005-07-24 15:34:00,4318,37,29,4,23658,21845,1,0,0.64,1,1,0,1,1
899177,100.0,2005-11-20 13:06:00,1943,37,29,10,41181,17392,1,0,3.44,1,0,0,1,1
434042,100.0,2005-08-12 07:51:00,4007,37,29,2,1106,24676,1,0,0.77,1,0,0,1,1
76108,300.0,2005-05-20 07:14:00,1661,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
610691,200.0,2005-09-19 17:05:00,1943,37,29,10,41181,17392,1,0,0.2,1,0,0,3,2
526228,300.0,2005-09-01 13:30:00,1943,37,29,10,41181,17392,1,0,0.18,1,0,0,2,1
794339,300.0,2005-10-30 12:44:00,2724,37,29,4,26720,37007,1,0,0.06,1,0,0,1,1
322066,700.0,2005-07-17 12:10:00,2772,37,29,4,38229,36655,1,0,0.21,1,0,0,1,1
460263,100.0,2005-08-16 14:56:00,3863,37,29,2,11197,29546,1,0,0.97,1,0,0,1,1
574635,100.0,2005-09-13 09:44:00,621,37,29,10,41181,17392,1,0,0.22,1,0,0,1,1
608803,100.0,2005-09-19 10:42:00,1829,37,29,10,41181,17392,1,0,0.1,1,0,0,1,1
325709,1000.0,2005-07-18 02:18:00,4274,37,29,4,21363,23997,1,0,0.99,1,0,0,1,1
63621,300.0,2005-05-16 17:07:00,1943,37,29,10,41181,17392,1,0,0.18,1,0,0,2,2
819562,1000.0,2005-11-03 18:32:00,3686,37,29,2,11197,29546,1,0,0.99,1,0,0,1,1
680542,100.0,2005-10-04 21:15:00,422,37,29,10,41181,17392,1,0,0.31,1,0,0,2,2
642377,500.0,2005-09-28 13:03:00,4012,37,29,2,32605,34859,1,0,0.06,1,0,0,1,1
91855,100.0,2005-05-24 19:09:00,4515,37,29,4,21363,23997,1,0,0.5,1,0,0,1,1
485331,100.0,2005-08-22 14:13:00,3988,37,29,4,38229,36655,1,0,0.07,1,0,0,1,1
637497,2000.0,2005-09-26 19:02:00,4318,37,29,4,23658,21845,1,0,0.61,1,1,0,1,1
348896,1000.0,2005-07-23 11:38:00,322,37,29,10,40684,35477,1,0,0.21,1,0,0,1,1
890130,100.0,2005-11-18 17:36:00,4653,37,29,10,41181,17392,1,0,0.56,1,0,0,1,1
353189,200.0,2005-07-24 11:39:00,4459,37,29,4,38229,36655,1,0,0.11,1,0,0,1,1
16621,900.0,2005-05-05 07:56:00,4241,37,29,4,21363,23997,1,0,0.99,1,0,0,1,1
686237,400.0,2005-10-06 13:17:00,5163,37,29,4,21363,23997,1,0,1.0,1,0,0,1,1
66215,200.0,2005-05-17 11:40:00,936,37,29,2,1106,24676,1,0,0.18,1,0,0,1,1
875450,100.0,2005-11-16 09:10:00,4406,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
884596,100.0,2005-11-17 16:49:00,3468,37,29,2,1106,24676,1,0,0.03,1,0,0,1,1
716285,200.0,2005-10-14 14:07:00,2924,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
474190,100.0,2005-08-19 16:45:00,3988,37,29,4,38229,36655,1,0,0.06,1,0,0,1,1
411852,100.0,2005-08-05 17:51:00,2792,37,29,2,1106,24676,1,0,0.12,1,0,0,1,1
730170,500.0,2005-10-15 22:41:00,608,37,29,10,40684,35477,1,0,0.01,1,0,0,1,1
500445,500.0,2005-08-26 23:57:00,35,37,29,4,23658,21845,1,0,0.28,1,0,0,1,1
653041,300.0,2005-09-30 13:56:00,35,37,29,4,23658,21845,1,0,0.5,1,0,0,1,1
108103,100.0,2005-05-29 16:10:00,3452,37,29,4,38229,36655,1,0,0.07,1,0,0,2,2
812293,500.0,2005-11-02 12:11:00,1661,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
418745,100.0,2005-08-07 12:31:00,3452,37,29,4,38229,36655,1,0,0.06,1,0,0,1,1
433806,300.0,2005-08-11 22:27:00,35,37,29,4,23658,21845,1,0,0.16,1,0,0,1,1
830518,100.0,2005-11-06 10:39:00,611,37,29,2,11197,29546,1,0,0.62,1,0,0,1,1
806334,800.0,2005-11-01 10:38:00,4225,37,29,2,1106,24676,1,0,0.55,1,0,0,1,1
443752,100.0,2005-08-13 13:10:00,1943,37,29,10,41181,17392,1,0,0.07,1,0,0,1,1
271069,100.0,2005-07-08 06:08:00,3988,37,29,4,38229,36655,1,0,0.04,1,0,0,1,1
685176,100.0,2005-10-06 09:12:00,1649,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
34232,100.0,2005-05-10 12:25:00,3452,37,29,4,38229,36655,1,0,0.49,1,0,0,1,1
260298,500.0,2005-07-05 11:49:00,2721,37,29,2,32605,34859,1,0,0.27,1,0,0,1,1
827288,1000.0,2005-11-05 13:28:00,2696,37,29,4,21363,23997,1,0,6.83,1,0,0,1,1
361376,100.0,2005-07-26 13:55:00,1943,37,29,10,41181,17392,1,0,0.06,1,0,0,1,1
324176,100.0,2005-07-17 16:59:00,3452,37,29,4,38229,36655,1,0,0.03,1,0,0,2,2
273205,200.0,2005-07-08 14:31:00,352,37,29,5,41042,36350,1,0,0.0,1,0,0,2,2
725230,200.0,2005-10-15 12:41:00,1487,37,29,2,1106,24676,1,0,35.34,1,0,0,1,1
731597,100.0,2005-10-16 10:52:00,4225,37,29,2,1106,24676,1,0,0.04,1,0,0,1,1
51481,200.0,2005-05-14 12:35:00,322,37,29,10,40684,35477,1,0,0.28,1,0,0,1,1
714497,300.0,2005-10-14 10:04:00,1551,37,29,10,40684,35477,1,0,0.01,1,0,0,1,1
294742,300.0,2005-07-13 12:59:00,190,37,29,10,40684,35477,1,0,0.01,1,0,0,1,1
335049,300.0,2005-07-19 20:22:00,5,37,29,4,23658,21845,1,0,0.08,1,0,0,1,1
124714,300.0,2005-06-01 18:13:00,2725,37,29,4,26720,37007,1,0,0.23,1,0,0,1,1
563041,600.0,2005-09-09 22:10:00,1540,37,29,2,11197,29546,1,0,0.6,1,0,0,1,1
670268,500.0,2005-10-02 17:11:00,1673,37,29,10,40684,35477,1,0,0.0,1,0,0,2,2
874996,1300.0,2005-11-16 07:50:00,4007,37,29,2,1106,24676,1,0,0.25,1,0,0,1,1
479028,500.0,2005-08-20 16:23:00,4012,37,29,2,32605,34859,1,0,0.04,1,0,0,3,2
101716,300.0,2005-05-28 08:18:00,1661,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
456210,2000.0,2005-08-15 17:00:00,4318,37,29,4,23658,21845,1,0,0.29,1,1,0,1,1
758534,500.0,2005-10-22 09:16:00,1551,37,29,10,40684,35477,1,0,0.02,1,0,0,1,1
473568,400.0,2005-08-19 14:43:00,2789,37,29,5,41042,36350,1,0,0.0,1,0,0,2,2
427861,1000.0,2005-08-10 11:00:00,1661,37,29,5,41042,36350,1,0,0.01,1,0,0,1,1
40883,500.0,2005-05-12 14:52:00,1551,37,29,10,40684,35477,1,0,0.05,1,0,0,2,1
776940,500.0,2005-10-27 10:20:00,3935,37,29,10,40684,35477,1,0,0.0,1,0,0,1,1
159172,200.0,2005-06-11 13:36:00,2721,37,29,2,32605,34859,1,0,0.27,1,0,0,2,1
438449,300.0,2005-08-12 18:25:00,352,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
757385,500.0,2005-10-21 18:59:00,4224,37,29,4,26720,37007,1,0,0.92,1,0,0,2,2
364414,1000.0,2005-07-27 12:18:00,434,37,29,10,40684,35477,1,0,0.22,1,0,0,1,1
517444,200.0,2005-08-31 10:55:00,1943,37,29,10,41181,17392,1,0,52.91,1,0,0,1,1
367099,200.0,2005-07-28 06:16:00,3988,37,29,4,38229,36655,1,0,0.06,1,0,0,1,1
812611,700.0,2005-11-02 12:54:00,2696,37,29,4,21363,23997,1,0,0.52,1,0,0,1,1
449821,100.0,2005-08-14 13:03:00,2021,37,29,2,1106,24676,1,0,0.07,1,0,0,1,1
372204,500.0,2005-07-29 10:00:00,4293,37,29,4,23658,21845,1,0,0.55,1,0,0,1,1
285608,400.0,2005-07-11 06:05:00,3988,37,29,4,38229,36655,1,0,0.17,1,0,0,1,1
