NUM_AUTORIZACION_TC,MON_MOVIMIENTO_QUETZALIZADO,FEC_AUTORIZACION,TIP_NEGOCIO,PAIS_ORIGEN,COD_MONEDA_ORIGEN,COD_PROD_EMISOR,NUM_CTA_DEB,COD_CLIENTE,IND_ANOMALA,IND_ESTADO_INACTIVA,PORC_RETIRO,CNT_CUENTAS_DISTINTAS,IND_DEBAJO_UMBRAL_15K,IND_SUP_15K,CNT_RETIRO_CUENTA,CNT_CAJEROS_DISTINTOS
686068,100.0,2005-10-06 12:49:00,1168,37,29,2,11197,29546,1,0,0.02,1,0,0,1,1
502929,300.0,2005-08-27 14:04:00,2696,37,29,4,21363,23997,1,0,0.26,1,0,0,2,1
466472,200.0,2005-08-17 17:48:00,1676,37,29,4,23658,21845,1,0,0.04,1,0,0,1,1
344705,100.0,2005-07-22 13:01:00,1943,37,29,10,41181,17392,1,0,0.05,1,0,0,1,1
355763,100.0,2005-07-24 20:56:00,422,37,29,10,41181,17392,1,0,0.06,1,0,0,2,2
459665,500.0,2005-08-16 13:10:00,1637,37,29,5,41042,36350,1,0,0.01,1,0,0,1,1
511924,500.0,2005-08-30 08:20:00,3364,37,29,10,40684,35477,1,0,0.05,1,0,0,1,1
241555,100.0,2005-07-01 11:08:00,4576,37,29,4,21363,23997,1,0,0.06,1,0,0,1,1
148692,300.0,2005-06-08 12:36:00,4012,37,29,2,32605,34859,1,0,0.29,1,0,0,1,1
417186,500.0,2005-08-06 20:37:00,325,37,29,4,23658,21845,1,0,0.18,1,0,0,1,1
771999,500.0,2005-10-25 18:30:00,2724,37,29,4,26720,37007,1,0,0.1,1,0,0,1,1
566013,500.0,2005-09-10 15:28:00,1691,37,29,10,40684,35477,1,0,0.03,1,0,0,1,1
139238,500.0,2005-06-05 10:47:00,2725,37,29,4,26720,37007,1,0,0.83,1,0,0,1,1
467927,300.0,2005-08-18 09:27:00,3364,37,29,10,40684,35477,1,0,0.14,1,0,0,1,1
135360,300.0,2005-06-04 11:07:00,4515,37,29,4,21363,23997,1,0,329.67,1,0,0,1,1
900009,1200.0,2005-11-20 15:34:00,1835,37,29,4,23658,21845,1,0,0.45,1,0,0,1,1
650879,100.0,2005-09-30 09:04:00,3988,37,29,4,38229,36655,1,0,0.05,1,0,0,1,1
527838,200.0,2005-09-01 17:19:00,1673,37,29,10,40684,35477,1,0,0.03,1,0,0,2,2
515055,1000.0,2005-08-30 18:09:00,2696,37,29,4,21363,23997,1,0,5.84,1,0,0,2,2
441683,400.0,2005-08-13 10:29:00,2772,37,29,4,38229,36655,1,0,0.17,1,0,0,1,1
652818,300.0,2005-09-30 13:32:00,1943,37,29,10,41181,17392,1,0,222.22,1,0,0,1,1
171644,600.0,2005-06-15 10:11:00,2725,37,29,4,26720,37007,1,0,0.15,1,0,0,1,1
612694,100.0,2005-09-20 11:06:00,5114,37,29,4,21363,23997,1,0,70.92,1,0,0,1,1
843791,100.0,2005-11-09 18:57:00,3396,37,29,4,21363,23997,1,0,67.11,1,0,0,1,1
914121,100.0,2005-11-24 13:01:00,2721,37,29,2,32605,34859,1,0,0.12,1,0,0,1,1
908098,200.0,2005-11-22 17:46:00,606,37,29,2,11197,29546,1,0,2.0,1,0,0,3,3
931751,200.0,2005-11-28 18:39:00,3721,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
3777,100.0,2005-05-01 17:37:00,3452,37,29,4,38229,36655,1,0,0.18,1,0,0,1,1
206503,500.0,2005-06-22 19:24:00,1551,37,29,10,40684,35477,1,0,0.9,1,0,0,1,1
780417,200.0,2005-10-27 21:43:00,5070,37,29,4,23658,21845,1,0,0.1,1,0,0,1,1
178122,2000.0,2005-06-15 20:21:00,5431,37,29,4,23658,21845,1,0,1.02,1,1,0,1,1
106553,300.0,2005-05-29 11:00:00,2772,37,29,4,38229,36655,1,0,0.2,1,0,0,1,1
287035,300.0,2005-07-11 12:56:00,4365,37,29,4,23658,21845,1,0,0.13,1,0,0,1,1
287994,500.0,2005-07-11 16:32:00,2721,37,29,2,32605,34859,1,0,0.67,1,0,0,1,1
272978,100.0,2005-07-08 13:54:00,1943,37,29,10,41181,17392,1,0,0.18,1,0,0,1,1
805497,300.0,2005-11-01 08:55:00,308,37,29,2,11197,29546,1,0,0.35,1,0,0,1,1
852508,1800.0,2005-11-12 09:02:00,3500,37,29,5,41042,36350,1,0,0.02,1,1,0,1,1
833780,1100.0,2005-11-07 08:43:00,1963,37,29,4,21363,23997,1,0,7.51,1,0,0,1,1
392660,200.0,2005-08-01 13:32:00,2721,37,29,2,32605,34859,1,0,0.01,1,0,0,1,1
547839,200.0,2005-09-05 20:07:00,1540,37,29,2,11197,29546,1,0,1.43,1,0,0,1,1
286019,2000.0,2005-07-11 09:10:00,1691,37,29,10,40684,35477,1,0,0.08,1,1,0,1,1
341786,100.0,2005-07-21 17:06:00,1943,37,29,10,41181,17392,1,0,0.05,1,0,0,1,1
40159,100.0,2005-05-12 11:46:00,1168,37,29,2,11197,29546,1,0,0.09,1,0,0,2,1
501747,1100.0,2005-08-27 11:20:00,2696,37,29,4,21363,23997,1,0,0.94,1,0,0,1,1
339355,100.0,2005-07-21 06:19:00,3988,37,29,4,38229,36655,1,0,0.04,1,0,0,1,1
59483,300.0,2005-05-15 17:04:00,3390,37,29,2,11197,29546,1,0,0.25,1,0,0,2,2
687345,200.0,2005-10-06 17:13:00,2724,37,29,4,26720,37007,1,0,0.07,1,0,0,2,2
691990,100.0,2005-10-07 18:21:00,2724,37,29,4,26720,37007,1,0,0.04,1,0,0,1,1
184766,100.0,2005-06-17 06:19:00,3988,37,29,4,38229,36655,1,0,0.23,1,0,0,1,1
114558,300.0,2005-05-31 11:40:00,2721,37,29,2,32605,34859,1,0,0.14,1,0,0,2,1
208721,1000.0,2005-06-23 16:31:00,2313,37,29,4,23658,21845,1,0,0.31,1,0,0,1,1
683190,500.0,2005-10-05 16:36:00,1165,37,29,2,11197,29546,1,0,0.08,1,0,0,2,1
530560,100.0,2005-09-02 09:26:00,3396,37,29,4,21363,23997,1,0,0.13,1,0,0,1,1
833480,100.0,2005-11-07 06:00:00,3988,37,29,4,38229,36655,1,0,0.14,1,0,0,1,1
925923,600.0,2005-11-27 10:55:00,1168,37,29,2,11197,29546,1,0,0.8,1,0,0,1,1
38158,100.0,2005-05-11 16:13:00,2721,37,29,2,32605,34859,1,0,0.13,1,0,0,2,1
213133,300.0,2005-06-24 20:17:00,1168,37,29,2,11197,29546,1,0,0.53,1,0,0,1,1
789048,100.0,2005-10-29 12:51:00,3472,37,29,2,1106,24676,1,0,0.5,1,0,0,1,1
683854,100.0,2005-10-05 18:05:00,3759,37,29,10,41181,17392,1,0,0.82,1,0,0,1,1
818795,700.0,2005-11-03 16:27:00,3501,37,29,4,23658,21845,1,0,1.04,1,0,0,1,1
95148,200.0,2005-05-26 07:30:00,4406,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
148859,100.0,2005-06-08 13:15:00,3461,37,29,4,23658,21845,1,0,0.03,1,0,0,1,1
756956,500.0,2005-10-21 18:00:00,2826,37,29,2,11197,29546,1,0,11.57,1,0,0,2,2
621461,300.0,2005-09-22 17:23:00,3445,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
469818,500.0,2005-08-18 16:15:00,1676,37,29,4,23658,21845,1,0,0.11,1,0,0,1,1
601855,500.0,2005-09-17 14:54:00,5,37,29,2,32605,34859,1,0,0.04,1,0,0,1,1
96076,1100.0,2005-05-26 13:15:00,2696,37,29,4,21363,23997,1,0,2115.38,1,0,0,1,1
339585,600.0,2005-07-21 08:20:00,1661,37,29,5,41042,36350,1,0,0.01,1,0,0,1,1
847724,200.0,2005-11-10 20:41:00,1894,37,29,4,26720,37007,1,0,0.19,1,0,0,1,1
421086,100.0,2005-08-08 09:38:00,3988,37,29,4,38229,36655,1,0,0.06,1,0,0,1,1
619296,100.0,2005-09-22 07:43:00,4007,37,29,2,1106,24676,1,0,0.39,1,0,0,1,1
907392,500.0,2005-11-22 15:28:00,560,37,29,2,11197,29546,1,0,5.0,1,0,0,1,1
183831,200.0,2005-06-16 18:54:00,2725,37,29,4,26720,37007,1,0,0.06,1,0,0,2,2
824568,500.0,2005-11-05 06:17:00,2841,37,29,4,26720,37007,1,0,0.15,1,0,0,1,1
753292,200.0,2005-10-21 05:46:00,1551,37,29,10,40684,35477,1,0,0.01,1,0,0,1,1
739141,1500.0,2005-10-17 16:36:00,2696,37,29,4,21363,23997,1,0,3750.0,1,0,0,1,1
427946,300.0,2005-08-10 11:27:00,2721,37,29,2,32605,34859,1,0,0.02,1,0,0,1,1
249108,100.0,2005-07-02 12:34:00,2342,37,29,2,1106,24676,1,0,0.07,1,0,0,1,1
769516,500.0,2005-10-25 08:28:00,2731,37,29,4,21363,23997,1,0,1250.0,1,0,0,1,1
453590,300.0,2005-08-15 11:13:00,4225,37,29,4,26720,37007,1,0,0.33,1,0,0,1,1
73307,500.0,2005-05-19 10:14:00,4462,37,29,10,40684,35477,1,0,0.06,1,0,0,1,1
157925,200.0,2005-06-11 10:36:00,1165,37,29,2,11197,29546,1,0,0.2,1,0,0,1,1
744058,200.0,2005-10-18 17:14:00,1943,37,29,10,41181,17392,1,0,1.1,1,0,0,1,1
481264,300.0,2005-08-21 11:18:00,1894,37,29,4,26720,37007,1,0,0.04,1,0,0,1,1
564570,200.0,2005-09-10 11:41:00,2721,37,29,2,32605,34859,1,0,0.02,1,0,0,2,1
234316,300.0,2005-06-30 13:22:00,2721,37,29,2,32605,34859,1,0,0.11,1,0,0,1,1
459298,700.0,2005-08-16 12:15:00,936,37,29,2,1106,24676,1,0,0.62,1,0,0,1,1
552876,800.0,2005-09-07 11:51:00,2696,37,29,4,21363,23997,1,0,51.91,1,0,0,1,1
707710,100.0,2005-10-12 11:39:00,936,37,29,2,1106,24676,1,0,0.95,1,0,0,1,1
904308,200.0,2005-11-21 17:31:00,1168,37,29,2,11197,29546,1,0,0.33,1,0,0,2,2
709628,200.0,2005-10-12 18:28:00,4007,37,29,4,23658,21845,1,0,0.19,1,0,0,1,1
20645,500.0,2005-05-06 11:38:00,936,37,29,2,1106,24676,1,0,0.94,1,0,0,1,1
267165,500.0,2005-07-07 08:36:00,4709,37,29,4,23658,21845,1,0,0.15,1,0,0,1,1
622266,300.0,2005-09-22 20:25:00,605,37,29,2,11197,29546,1,0,0.64,1,0,0,2,2
114553,500.0,2005-05-31 11:39:00,2721,37,29,2,32605,34859,1,0,0.24,1,0,0,1,1
705397,500.0,2005-10-11 16:20:00,2721,37,29,2,32605,34859,1,0,0.08,1,0,0,1,1
705403,500.0,2005-10-11 16:21:00,2721,37,29,2,32605,34859,1,0,0.08,1,0,0,2,1
798288,100.0,2005-10-31 11:58:00,1168,37,29,2,11197,29546,1,0,0.25,1,0,0,1,1
820728,100.0,2005-11-04 08:31:00,2731,37,29,4,21363,23997,1,0,0.22,1,0,0,1,1
821342,300.0,2005-11-04 11:10:00,3468,37,29,4,23658,21845,1,0,0.19,1,0,0,1,1
566065,300.0,2005-09-10 15:40:00,4554,37,29,4,23658,21845,1,0,0.15,1,0,0,1,1
831187,300.0,2005-11-06 12:20:00,3375,37,29,4,23658,21845,1,0,0.34,1,0,0,1,1
290343,100.0,2005-07-12 11:04:00,1637,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
263509,800.0,2005-07-06 07:56:00,1661,37,29,5,41042,36350,1,0,0.01,1,0,0,1,1
203842,100.0,2005-06-22 07:40:00,1661,37,29,5,41042,36350,1,0,0.0,1,0,0,2,1
772345,200.0,2005-10-25 19:32:00,4007,37,29,4,23658,21845,1,0,0.09,1,0,0,1,1
753691,600.0,2005-10-21 08:44:00,319,37,29,4,23658,21845,1,0,0.28,1,0,0,1,1
740865,400.0,2005-10-17 20:14:00,1815,37,29,4,26720,37007,1,0,18.04,1,0,0,1,1
595207,1000.0,2005-09-16 15:10:00,2724,37,29,4,26720,37007,1,0,24.12,1,0,0,1,1
599452,300.0,2005-09-17 10:30:00,2724,37,29,4,26720,37007,1,0,0.38,1,0,0,1,1
366114,300.0,2005-07-27 18:01:00,2725,37,29,4,26720,37007,1,0,0.07,1,0,0,1,1
254054,700.0,2005-07-03 15:23:00,4368,37,29,2,1106,24676,1,0,0.57,1,0,0,1,1
526533,200.0,2005-09-01 14:14:00,1550,37,29,5,41042,36350,1,0,0.0,1,0,0,2,2
414656,100.0,2005-08-06 12:11:00,2951,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
921262,300.0,2005-11-26 08:53:00,255,37,29,10,40684,35477,1,0,0.02,1,0,0,1,1
817742,1000.0,2005-11-03 13:03:00,4475,37,29,10,40684,35477,1,0,0.02,1,0,0,1,1
542908,1200.0,2005-09-04 16:41:00,5431,37,29,4,23658,21845,1,0,0.32,1,0,0,2,2
767144,100.0,2005-10-24 13:24:00,4406,37,29,5,41042,36350,1,0,0.0,1,0,0,2,1
371853,100.0,2005-07-29 08:23:00,700,37,29,4,38229,36655,1,0,0.03,1,0,0,1,1
366344,100.0,2005-07-27 18:36:00,2892,37,29,2,1106,24676,1,0,0.08,1,0,0,1,1
163180,200.0,2005-06-12 17:54:00,2725,37,29,4,26720,37007,1,0,0.05,1,0,0,1,1
627502,200.0,2005-09-24 10:49:00,2721,37,29,2,32605,34859,1,0,0.02,1,0,0,1,1
398249,100.0,2005-08-02 13:19:00,1943,37,29,10,41181,17392,1,0,0.15,1,0,0,1,1
860704,100.0,2005-11-14 10:49:00,4392,37,29,10,41181,17392,1,0,0.99,1,0,0,1,1
52772,500.0,2005-05-14 14:17:00,2696,37,29,4,21363,23997,1,0,8.97,1,0,0,1,1
41235,100.0,2005-05-12 16:42:00,2082,37,29,4,26720,37007,1,0,0.03,1,0,0,1,1
74278,200.0,2005-05-19 14:08:00,2725,37,29,4,26720,37007,1,0,0.28,1,0,0,1,1
283580,100.0,2005-07-10 13:40:00,4308,37,29,10,41181,17392,1,0,0.39,1,0,0,1,1
441893,200.0,2005-08-13 10:49:00,2724,37,29,4,26720,37007,1,0,0.12,1,0,0,2,1
768355,200.0,2005-10-24 17:48:00,3468,37,29,2,1106,24676,1,0,0.28,1,0,0,1,1
333476,100.0,2005-07-19 16:04:00,4515,37,29,4,21363,23997,1,0,6.78,1,0,0,1,1
367669,400.0,2005-07-28 09:43:00,2696,37,29,4,21363,23997,1,0,0.15,1,0,0,1,1
495366,400.0,2005-08-25 17:06:00,2696,37,29,4,21363,23997,1,0,3333.33,1,0,0,2,1
840019,200.0,2005-11-08 17:58:00,3957,37,29,5,41042,36350,1,0,0.0,1,0,0,2,2
94430,300.0,2005-05-25 18:22:00,2696,37,29,4,21363,23997,1,0,2.98,1,0,0,1,1
349345,200.0,2005-07-23 12:30:00,2342,37,29,2,1106,24676,1,0,0.1,1,0,0,1,1
840358,300.0,2005-11-08 18:55:00,3462,37,29,4,23658,21845,1,0,0.1,1,0,0,1,1
773352,300.0,2005-10-26 10:09:00,1551,37,29,10,40684,35477,1,0,0.0,1,0,0,1,1
189113,300.0,2005-06-17 19:36:00,2826,37,29,2,11197,29546,1,0,0.43,1,0,0,2,2
413856,100.0,2005-08-06 10:14:00,2772,37,29,4,38229,36655,1,0,0.05,1,0,0,2,1
418383,1000.0,2005-08-07 11:36:00,2696,37,29,4,21363,23997,1,0,0.99,1,0,0,1,1
188248,500.0,2005-06-17 17:35:00,2725,37,29,4,26720,37007,1,0,0.17,1,0,0,1,1
637236,500.0,2005-09-26 18:17:00,1673,37,29,10,40684,35477,1,0,1.84,1,0,0,1,1
66498,100.0,2005-05-17 12:33:00,2810,37,29,4,21363,23997,1,0,0.11,1,0,0,1,1
47406,1000.0,2005-05-13 19:12:00,2725,37,29,4,26720,37007,1,0,0.3,1,0,0,1,1
849084,100.0,2005-11-11 11:33:00,4392,37,29,10,41181,17392,1,0,0.5,1,0,0,1,1
87644,200.0,2005-05-23 12:39:00,3797,37,29,2,11197,29546,1,0,0.08,1,0,0,1,1
61099,100.0,2005-05-16 09:05:00,2696,37,29,4,21363,23997,1,0,0.09,1,0,0,1,1
50153,100.0,2005-05-14 10:46:00,3452,37,29,4,38229,36655,1,0,0.06,1,0,0,1,1
311367,500.0,2005-07-15 21:44:00,30,37,29,2,1106,24676,1,0,56.37,1,0,0,2,2
93027,300.0,2005-05-25 12:17:00,3503,37,29,2,11197,29546,1,0,0.1,1,0,0,1,1
612787,500.0,2005-09-20 11:29:00,1637,37,29,5,41042,36350,1,0,0.01,1,0,0,1,1
709146,500.0,2005-10-12 16:59:00,2721,37,29,2,32605,34859,1,0,0.13,1,0,0,3,1
357361,100.0,2005-07-25 13:21:00,2721,37,29,2,32605,34859,1,0,0.02,1,0,0,1,1
883977,600.0,2005-11-17 15:02:00,2696,37,29,4,21363,23997,1,0,171.92,1,0,0,1,1
104969,400.0,2005-05-28 17:55:00,1177,37,29,10,40684,35477,1,0,2.74,1,0,0,1,1
653143,100.0,2005-09-30 14:10:00,2721,37,29,2,32605,34859,1,0,0.01,1,0,0,2,1
741330,200.0,2005-10-18 07:34:00,1551,37,29,10,40684,35477,1,0,0.0,1,0,0,1,1
804563,100.0,2005-10-31 21:15:00,422,37,29,10,41181,17392,1,0,38.91,1,0,0,2,2
87106,1000.0,2005-05-23 09:58:00,3364,37,29,10,40684,35477,1,0,0.3,1,0,0,1,1
688599,400.0,2005-10-07 06:05:00,3988,37,29,4,38229,36655,1,0,0.28,1,0,0,1,1
484917,500.0,2005-08-22 12:36:00,4012,37,29,2,32605,34859,1,0,0.04,1,0,0,1,1
16771,300.0,2005-05-05 09:13:00,1943,37,29,10,41181,17392,1,0,0.32,1,0,0,1,1
241331,100.0,2005-07-01 10:40:00,2170,37,29,2,11197,29546,1,0,0.33,1,0,0,1,1
682106,300.0,2005-10-05 12:54:00,1165,37,29,2,11197,29546,1,0,0.05,1,0,0,1,1
844401,500.0,2005-11-10 07:18:00,4012,37,29,2,32605,34859,1,0,0.28,1,0,0,1,1
827576,200.0,2005-11-05 14:04:00,2721,37,29,2,32605,34859,1,0,0.09,1,0,0,1,1
553656,1000.0,2005-09-07 14:51:00,574,37,29,2,11197,29546,1,0,6.82,1,0,0,1,1
254428,200.0,2005-07-03 17:03:00,1761,37,29,2,11197,29546,1,0,0.22,1,0,0,1,1
609774,400.0,2005-09-19 13:42:00,623,37,29,2,11197,29546,1,0,0.28,1,0,0,1,1
931958,100.0,2005-11-28 19:00:00,3444,37,29,2,1106,24676,1,0,0.08,1,0,0,1,1
478245,100.0,2005-08-20 13:48:00,2138,37,29,2,1106,24676,1,0,0.39,1,0,0,1,1
283636,300.0,2005-07-10 13:51:00,1632,37,29,4,23658,21845,1,0,0.11,1,0,0,1,1
780864,100.0,2005-10-28 08:18:00,2340,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
927030,200.0,2005-11-27 13:56:00,4225,37,29,2,1106,24676,1,0,0.13,1,0,0,1,1
151544,300.0,2005-06-09 11:55:00,1761,37,29,2,11197,29546,1,0,0.29,1,0,0,1,1
441663,300.0,2005-08-13 10:27:00,2721,37,29,2,32605,34859,1,0,0.02,1,0,0,1,1
219441,200.0,2005-06-26 16:09:00,2977,37,29,4,21363,23997,1,0,370.37,1,0,0,1,1
114607,200.0,2005-05-31 11:47:00,1168,37,29,2,11197,29546,1,0,0.19,1,0,0,3,3
58928,100.0,2005-05-15 15:16:00,3452,37,29,4,38229,36655,1,0,0.07,1,0,0,1,1
459458,200.0,2005-08-16 12:42:00,4012,37,29,2,32605,34859,1,0,0.01,1,0,0,1,1
42089,200.0,2005-05-12 20:16:00,1691,37,29,10,40684,35477,1,0,0.02,1,0,0,3,2
698336,100.0,2005-10-09 11:33:00,3452,37,29,4,38229,36655,1,0,0.1,1,0,0,1,1
40086,100.0,2005-05-12 11:29:00,1168,37,29,2,11197,29546,1,0,0.09,1,0,0,1,1
175527,200.0,2005-06-15 17:33:00,3055,37,29,10,40684,35477,1,0,0.05,1,0,0,2,2
374642,2000.0,2005-07-29 15:50:00,2696,37,29,4,21363,23997,1,0,0.91,1,1,0,1,1
829,300.0,2005-05-01 10:04:00,2725,37,29,4,26720,37007,1,0,0.14,1,0,0,1,1
76288,200.0,2005-05-20 08:47:00,1165,37,29,2,11197,29546,1,0,0.06,1,0,0,1,1
444794,2000.0,2005-08-13 14:49:00,3009,37,29,4,23658,21845,1,0,1.03,1,1,0,1,1
500558,100.0,2005-08-27 06:52:00,4007,37,29,2,1106,24676,1,0,0.95,1,0,0,1,1
216315,200.0,2005-06-25 16:20:00,2696,37,29,4,21363,23997,1,0,370.37,1,0,0,2,1
635930,500.0,2005-09-26 13:36:00,2721,37,29,2,32605,34859,1,0,0.05,1,0,0,4,1
605439,100.0,2005-09-18 12:15:00,3452,37,29,4,38229,36655,1,0,0.06,1,0,0,1,1
423383,300.0,2005-08-08 18:22:00,1835,37,29,4,23658,21845,1,0,0.11,1,0,0,1,1
783,400.0,2005-05-01 09:58:00,4318,37,29,4,23658,21845,1,0,0.16,1,0,0,2,1
403695,100.0,2005-08-03 17:39:00,2893,37,29,2,1106,24676,1,0,0.11,1,0,0,1,1
20774,100.0,2005-05-06 12:04:00,1168,37,29,2,11197,29546,1,0,0.27,1,0,0,1,1
390185,1000.0,2005-07-31 19:35:00,4273,37,29,4,21363,23997,1,0,0.2,1,0,0,3,2
524605,300.0,2005-09-01 09:55:00,1551,37,29,10,40684,35477,1,0,0.04,1,0,0,1,1
544934,300.0,2005-09-05 11:26:00,2847,37,29,10,40684,35477,1,0,0.07,1,0,0,1,1
90162,500.0,2005-05-24 11:49:00,1673,37,29,10,40684,35477,1,0,0.21,1,0,0,1,1
535148,300.0,2005-09-03 07:54:00,2342,37,29,2,1106,24676,1,0,0.24,1,0,0,1,1
30872,100.0,2005-05-09 11:42:00,3357,37,29,2,32605,34859,1,0,0.1,1,0,0,1,1
685228,400.0,2005-10-06 09:22:00,4176,37,29,5,41042,36350,1,0,0.0,1,0,0,2,2
587732,100.0,2005-09-15 12:26:00,1894,37,29,4,26720,37007,1,0,140.85,1,0,0,1,1
342013,100.0,2005-07-21 17:42:00,2892,37,29,2,1106,24676,1,0,0.05,1,0,0,1,1
665461,100.0,2005-10-01 18:48:00,422,37,29,10,41181,17392,1,0,0.09,1,0,0,1,1
33809,200.0,2005-05-10 10:42:00,1943,37,29,10,41181,17392,1,0,0.47,1,0,0,1,1
380043,500.0,2005-07-30 10:45:00,1943,37,29,10,41181,17392,1,0,0.24,1,0,0,1,1
153071,200.0,2005-06-09 18:36:00,1889,37,29,4,23658,21845,1,0,0.08,1,0,0,1,1
439862,200.0,2005-08-12 21:15:00,4050,37,29,4,23658,21845,1,0,0.09,1,0,0,1,1
489197,300.0,2005-08-23 17:01:00,1835,37,29,4,23658,21845,1,0,0.17,1,0,0,1,1
631391,300.0,2005-09-25 10:24:00,2682,37,29,10,40684,35477,1,0,0.44,1,0,0,1,1
510099,300.0,2005-08-29 16:55:00,3988,37,29,4,38229,36655,1,0,0.35,1,0,0,1,1
468362,300.0,2005-08-18 11:13:00,2724,37,29,4,26720,37007,1,0,0.5,1,0,0,1,1
287998,200.0,2005-07-11 16:33:00,2721,37,29,2,32605,34859,1,0,0.27,1,0,0,2,1
663245,300.0,2005-10-01 14:31:00,1895,37,29,2,32605,34859,1,0,0.04,1,0,0,1,1
737123,200.0,2005-10-17 11:06:00,2721,37,29,2,32605,34859,1,0,0.07,1,0,0,2,1
495570,500.0,2005-08-25 17:47:00,3364,37,29,10,40684,35477,1,0,20.43,1,0,0,1,1
78650,100.0,2005-05-20 17:40:00,2892,37,29,2,1106,24676,1,0,0.14,1,0,0,1,1
603639,200.0,2005-09-17 21:08:00,3829,37,29,5,41042,36350,1,0,0.0,1,0,0,2,2
633901,500.0,2005-09-25 18:29:00,1895,37,29,2,32605,34859,1,0,0.04,1,0,0,2,1
2500,500.0,2005-05-01 13:40:00,578,37,29,2,11197,29546,1,0,0.61,1,0,0,1,1
555096,200.0,2005-09-07 19:29:00,3686,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
755306,500.0,2005-10-21 13:41:00,1169,37,29,2,11197,29546,1,0,11.57,1,0,0,1,1
564569,500.0,2005-09-10 11:40:00,2721,37,29,2,32605,34859,1,0,0.04,1,0,0,1,1
202967,300.0,2005-06-21 17:50:00,1551,37,29,10,40684,35477,1,0,0.3,1,0,0,1,1
152862,300.0,2005-06-09 17:57:00,3914,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
96819,100.0,2005-05-26 17:05:00,1943,37,29,10,41181,17392,1,0,0.22,1,0,0,2,1
206629,100.0,2005-06-22 20:09:00,37,37,29,4,38229,36655,1,0,0.47,1,0,0,1,1
429469,1200.0,2005-08-10 17:44:00,2696,37,29,4,21363,23997,1,0,2.45,1,0,0,1,1
560716,100.0,2005-09-09 13:26:00,3988,37,29,4,38229,36655,1,0,0.11,1,0,0,1,1
710621,500.0,2005-10-13 08:54:00,1661,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
892935,200.0,2005-11-19 10:26:00,4148,37,29,4,26720,37007,1,0,0.25,1,0,0,1,1
825260,300.0,2005-11-05 09:26:00,3825,37,29,5,41042,36350,1,0,0.0,1,0,0,2,2
429075,300.0,2005-08-10 16:27:00,3367,37,29,4,23658,21845,1,0,0.14,1,0,0,1,1
864931,300.0,2005-11-14 19:47:00,3845,37,29,4,26720,37007,1,0,0.24,1,0,0,1,1
753513,100.0,2005-10-21 07:44:00,4007,37,29,2,1106,24676,1,0,0.09,1,0,0,1,1
777206,300.0,2005-10-27 11:23:00,352,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
248698,300.0,2005-07-02 11:53:00,2924,37,29,5,41042,36350,1,0,0.0,1,0,0,1,1
717915,100.0,2005-10-14 16:51:00,2721,37,29,2,32605,34859,1,0,0.05,1,0,0,4,1
562677,100.0,2005-09-09 19:33:00,2724,37,29,4,26720,37007,1,0,0.06,1,0,0,2,2
526868,200.0,2005-09-01 15:13:00,1943,37,29,10,41181,17392,1,0,0.12,1,0,0,3,1
39952,200.0,2005-05-12 10:36:00,2696,37,29,4,21363,23997,1,0,25.81,1,0,0,1,1
24044,300.0,2005-05-07 09:49:00,2721,37,29,2,32605,34859,1,0,0.23,1,0,0,1,1
556636,500.0,2005-09-08 12:40:00,3491,37,29,4,23658,21845,1,0,0.4,1,0,0,1,1
536778,1700.0,2005-09-03 12:02:00,2696,37,29,4,21363,23997,1,0,2.55,1,0,0,1,1
18944,300.0,2005-05-05 18:14:00,2696,37,29,4,21363,23997,1,0,0.33,1,0,0,2,2
109164,200.0,2005-05-30 07:42:00,571,37,29,2,1106,24676,1,0,1.0,1,0,0,1,1
459054,200.0,2005-08-16 11:33:00,1943,37,29,10,41181,17392,1,0,0.34,1,0,0,1,1
700092,200.0,2005-10-09 18:53:00,1895,37,29,2,32605,34859,1,0,0.03,1,0,0,1,1
568315,200.0,2005-09-11 10:40:00,1943,37,29,10,41181,17392,1,0,0.2,1,0,0,1,1
733703,100.0,2005-10-16 14:38:00,3452,37,29,4,38229,36655,1,0,0.09,1,0,0,1,1
386226,500.0,2005-07-31 10:07:00,2977,37,29,4,21363,23997,1,0,0.1,1,0,0,2,2
676998,100.0,2005-10-04 09:32:00,3988,37,29,4,38229,36655,1,0,0.06,1,0,0,1,1
193048,500.0,2005-06-18 17:10:00,3798,37,29,2,11197,29546,1,0,1.18,1,0,0,1,1
166030,200.0,2005-06-13 18:24:00,611,37,29,2,11197,29546,1,0,0.11,1,0,0,4,3
78045,1200.0,2005-05-20 15:44:00,611,37,29,2,11197,29546,1,0,0.37,1,0,0,2,2
30011,300.0,2005-05-08 20:33:00,1966,37,29,2,11197,29546,1,0,0.06,1,0,0,2,2
